nome,uf,siglaUf
SÃO SEBASTIÃO DO ALTO,RIO DE JANEIRO,RJ
SAPUCAIA,RIO DE JANEIRO,RJ
SAQUAREMA,RIO DE JANEIRO,RJ
SEROPÉDICA,RIO DE JANEIRO,RJ
SILVA JARDIM,RIO DE JANEIRO,RJ
SUMIDOURO,RIO DE JANEIRO,RJ
TANGUÁ,RIO DE JANEIRO,RJ
TERESÓPOLIS,RIO DE JANEIRO,RJ
TRAJANO DE MORAES,RIO DE JANEIRO,RJ
TRÊS RIOS,RIO DE JANEIRO,RJ
VALENÇA,RIO DE JANEIRO,RJ
VARRE-SAI,RIO DE JANEIRO,RJ
VASSOURAS,RIO DE JANEIRO,RJ
VOLTA REDONDA,RIO DE JANEIRO,RJ
ADAMANTINA,SAO PAULO,SP
ADOLFO,SAO PAULO,SP
AGUAÍ,SAO PAULO,SP
ÁGUAS DA PRATA,SAO PAULO,SP
ÁGUAS DE LINDÓIA,SAO PAULO,SP
ÁGUAS DE SANTA BÁRBARA,SAO PAULO,SP
ÁGUAS DE SÃO PEDRO,SAO PAULO,SP
AGUDOS,SAO PAULO,SP
ALAMBARI,SAO PAULO,SP
ALFREDO MARCONDES,SAO PAULO,SP
ALTAIR,SAO PAULO,SP
ALTINÓPOLIS,SAO PAULO,SP
ALTO ALEGRE,SAO PAULO,SP
ALUMÍNIO,SAO PAULO,SP
ÁLVARES FLORENCE,SAO PAULO,SP
ÁLVARES MACHADO,SAO PAULO,SP
ÁLVARO DE CARVALHO,SAO PAULO,SP
ALVINLÂNDIA,SAO PAULO,SP
AMERICANA,SAO PAULO,SP
AMÉRICO BRASILIENSE,SAO PAULO,SP
AMÉRICO DE CAMPOS,SAO PAULO,SP
AMPARO,SAO PAULO,SP
ANALÂNDIA,SAO PAULO,SP
ANDRADINA,SAO PAULO,SP
ANGATUBA,SAO PAULO,SP
ANHEMBI,SAO PAULO,SP
ANHUMAS,SAO PAULO,SP
APARECIDA,SAO PAULO,SP
APARECIDA D'OESTE,SAO PAULO,SP
APIAÍ,SAO PAULO,SP
ARAÇARIGUAMA,SAO PAULO,SP
ARAÇATUBA,SAO PAULO,SP
ARAÇOIABA DA SERRA,SAO PAULO,SP
ARAMINA,SAO PAULO,SP
ARANDU,SAO PAULO,SP
ARAPEÍ,SAO PAULO,SP
ARARAQUARA,SAO PAULO,SP
ARARAS,SAO PAULO,SP
ARCO-ÍRIS,SAO PAULO,SP
AREALVA,SAO PAULO,SP
AREIAS,SAO PAULO,SP
AREIÓPOLIS,SAO PAULO,SP
ARIRANHA,SAO PAULO,SP
ARTUR NOGUEIRA,SAO PAULO,SP
ARUJÁ,SAO PAULO,SP
ASPÁSIA,SAO PAULO,SP
ASSIS,SAO PAULO,SP
ATIBAIA,SAO PAULO,SP
AURIFLAMA,SAO PAULO,SP
AVAÍ,SAO PAULO,SP
AVANHANDAVA,SAO PAULO,SP
AVARÉ,SAO PAULO,SP
BADY BASSITT,SAO PAULO,SP
BALBINOS,SAO PAULO,SP
BÁLSAMO,SAO PAULO,SP
BANANAL,SAO PAULO,SP
BARÃO DE ANTONINA,SAO PAULO,SP
BARBOSA,SAO PAULO,SP
BARIRI,SAO PAULO,SP
BARRA BONITA,SAO PAULO,SP
BARRA DO CHAPÉU,SAO PAULO,SP
BARRA DO TURVO,SAO PAULO,SP
BARRETOS,SAO PAULO,SP
BARRINHA,SAO PAULO,SP
BARUERI,SAO PAULO,SP
BASTOS,SAO PAULO,SP
BATATAIS,SAO PAULO,SP
BAURU,SAO PAULO,SP
BEBEDOURO,SAO PAULO,SP
BENTO DE ABREU,SAO PAULO,SP
BERNARDINO DE CAMPOS,SAO PAULO,SP
BERTIOGA,SAO PAULO,SP
BILAC,SAO PAULO,SP
BIRIGÜI,SAO PAULO,SP
BIRITIBA-MIRIM,SAO PAULO,SP
BOA ESPERANÇA DO SUL,SAO PAULO,SP
BOCAINA,SAO PAULO,SP
BOFETE,SAO PAULO,SP
BOITUVA,SAO PAULO,SP
BOM JESUS DOS PERDÕES,SAO PAULO,SP
BOM SUCESSO DE ITARARÉ,SAO PAULO,SP
BORÁ,SAO PAULO,SP
BORACÉIA,SAO PAULO,SP
BORBOREMA,SAO PAULO,SP
BOREBI,SAO PAULO,SP
BOTUCATU,SAO PAULO,SP
BRAGANÇA PAULISTA,SAO PAULO,SP
BRAÚNA,SAO PAULO,SP
BREJO ALEGRE,SAO PAULO,SP
BRODOWSKI,SAO PAULO,SP
BROTAS,SAO PAULO,SP
BURI,SAO PAULO,SP
BURITAMA,SAO PAULO,SP
BURITIZAL,SAO PAULO,SP
CABRÁLIA PAULISTA,SAO PAULO,SP
CABREÚVA,SAO PAULO,SP
CAÇAPAVA,SAO PAULO,SP
CACHOEIRA PAULISTA,SAO PAULO,SP
CACONDE,SAO PAULO,SP
CAFELÂNDIA,SAO PAULO,SP
CAIABU,SAO PAULO,SP
CAIEIRAS,SAO PAULO,SP
CAIUÁ,SAO PAULO,SP
CAJAMAR,SAO PAULO,SP
CAJATI,SAO PAULO,SP
CAJOBI,SAO PAULO,SP
CAJURU,SAO PAULO,SP
CAMPINA DO MONTE ALEGRE,SAO PAULO,SP
CAMPINAS,SAO PAULO,SP
CAMPO LIMPO PAULISTA,SAO PAULO,SP
CAMPOS DO JORDÃO,SAO PAULO,SP
CAMPOS NOVOS PAULISTA,SAO PAULO,SP
CANANÉIA,SAO PAULO,SP
CANAS,SAO PAULO,SP
CÂNDIDO MOTA,SAO PAULO,SP
CÂNDIDO RODRIGUES,SAO PAULO,SP
CANITAR,SAO PAULO,SP
CAPÃO BONITO,SAO PAULO,SP
CAPELA DO ALTO,SAO PAULO,SP
CAPIVARI,SAO PAULO,SP
CARAGUATATUBA,SAO PAULO,SP
CARAPICUÍBA,SAO PAULO,SP
CARDOSO,SAO PAULO,SP
CASA BRANCA,SAO PAULO,SP
CÁSSIA DOS COQUEIROS,SAO PAULO,SP
CASTILHO,SAO PAULO,SP
CATANDUVA,SAO PAULO,SP
CATIGUÁ,SAO PAULO,SP
CEDRAL,SAO PAULO,SP
CERQUEIRA CÉSAR,SAO PAULO,SP
CERQUILHO,SAO PAULO,SP
CESÁRIO LANGE,SAO PAULO,SP
CHARQUEADA,SAO PAULO,SP
CLEMENTINA,SAO PAULO,SP
COLINA,SAO PAULO,SP
COLÔMBIA,SAO PAULO,SP
CONCHAL,SAO PAULO,SP
CONCHAS,SAO PAULO,SP
CORDEIRÓPOLIS,SAO PAULO,SP
COROADOS,SAO PAULO,SP
CORONEL MACEDO,SAO PAULO,SP
CORUMBATAÍ,SAO PAULO,SP
COSMÓPOLIS,SAO PAULO,SP
COSMORAMA,SAO PAULO,SP
COTIA,SAO PAULO,SP
CRAVINHOS,SAO PAULO,SP
CRISTAIS PAULISTA,SAO PAULO,SP
CRUZÁLIA,SAO PAULO,SP
CRUZEIRO,SAO PAULO,SP
CUBATÃO,SAO PAULO,SP
CUNHA,SAO PAULO,SP
DESCALVADO,SAO PAULO,SP
DIADEMA,SAO PAULO,SP
DIRCE REIS,SAO PAULO,SP
DIVINOLÂNDIA,SAO PAULO,SP
DOBRADA,SAO PAULO,SP
DOIS CÓRREGOS,SAO PAULO,SP
DOLCINÓPOLIS,SAO PAULO,SP
DOURADO,SAO PAULO,SP
DRACENA,SAO PAULO,SP
DUARTINA,SAO PAULO,SP
DUMONT,SAO PAULO,SP
ECHAPORÃ,SAO PAULO,SP
ELDORADO,SAO PAULO,SP
ELIAS FAUSTO,SAO PAULO,SP
ELISIÁRIO,SAO PAULO,SP
EMBAÚBA,SAO PAULO,SP
EMBU DAS ARTES,SAO PAULO,SP
EMBU-GUAÇU,SAO PAULO,SP
EMILIANÓPOLIS,SAO PAULO,SP
ENGENHEIRO COELHO,SAO PAULO,SP
ESPÍRITO SANTO DO PINHAL,SAO PAULO,SP
ESPÍRITO SANTO DO TURVO,SAO PAULO,SP
ESTRELA D'OESTE,SAO PAULO,SP
ESTRELA DO NORTE,SAO PAULO,SP
EUCLIDES DA CUNHA PAULISTA,SAO PAULO,SP
FARTURA,SAO PAULO,SP
FERNANDÓPOLIS,SAO PAULO,SP
FERNANDO PRESTES,SAO PAULO,SP
FERNÃO,SAO PAULO,SP
FERRAZ DE VASCONCELOS,SAO PAULO,SP
FLORA RICA,SAO PAULO,SP
FLOREAL,SAO PAULO,SP
FLÓRIDA PAULISTA,SAO PAULO,SP
FLORÍNIA,SAO PAULO,SP
FRANCA,SAO PAULO,SP
FRANCISCO MORATO,SAO PAULO,SP
FRANCO DA ROCHA,SAO PAULO,SP
GABRIEL MONTEIRO,SAO PAULO,SP
GÁLIA,SAO PAULO,SP
GARÇA,SAO PAULO,SP
GASTÃO VIDIGAL,SAO PAULO,SP
GAVIÃO PEIXOTO,SAO PAULO,SP
GENERAL SALGADO,SAO PAULO,SP
GETULINA,SAO PAULO,SP
GLICÉRIO,SAO PAULO,SP
GUAIÇARA,SAO PAULO,SP
GUAIMBÊ,SAO PAULO,SP
GUAÍRA,SAO PAULO,SP
GUAPIAÇU,SAO PAULO,SP
GUAPIARA,SAO PAULO,SP
GUARÁ,SAO PAULO,SP
GUARAÇAÍ,SAO PAULO,SP
GUARACI,SAO PAULO,SP
GUARANI D'OESTE,SAO PAULO,SP
GUARANTÃ,SAO PAULO,SP
GUARARAPES,SAO PAULO,SP
GUARAREMA,SAO PAULO,SP
GUARATINGUETÁ,SAO PAULO,SP
GUAREÍ,SAO PAULO,SP
GUARIBA,SAO PAULO,SP
GUARUJÁ,SAO PAULO,SP
GUARULHOS,SAO PAULO,SP
GUATAPARÁ,SAO PAULO,SP
GUZOLÂNDIA,SAO PAULO,SP
HERCULÂNDIA,SAO PAULO,SP
HOLAMBRA,SAO PAULO,SP
HORTOLÂNDIA,SAO PAULO,SP
IACANGA,SAO PAULO,SP
IACRI,SAO PAULO,SP
IARAS,SAO PAULO,SP
IBATÉ,SAO PAULO,SP
IBIRÁ,SAO PAULO,SP
IBIRAREMA,SAO PAULO,SP
IBITINGA,SAO PAULO,SP
IBIÚNA,SAO PAULO,SP
ICÉM,SAO PAULO,SP
IEPÊ,SAO PAULO,SP
IGARAÇU DO TIETÊ,SAO PAULO,SP
IGARAPAVA,SAO PAULO,SP
IGARATÁ,SAO PAULO,SP
IGUAPE,SAO PAULO,SP
ILHABELA,SAO PAULO,SP
ILHA COMPRIDA,SAO PAULO,SP
ILHA SOLTEIRA,SAO PAULO,SP
INDAIATUBA,SAO PAULO,SP
INDIANA,SAO PAULO,SP
INDIAPORÃ,SAO PAULO,SP
INÚBIA PAULISTA,SAO PAULO,SP
IPAUSSU,SAO PAULO,SP
IPERÓ,SAO PAULO,SP
IPEÚNA,SAO PAULO,SP
IPIGUÁ,SAO PAULO,SP
IPORANGA,SAO PAULO,SP
IPUÃ,SAO PAULO,SP
IRACEMÁPOLIS,SAO PAULO,SP
IRAPUÃ,SAO PAULO,SP
IRAPURU,SAO PAULO,SP
ITABERÁ,SAO PAULO,SP
ITAÍ,SAO PAULO,SP
ITAJOBI,SAO PAULO,SP
ITAJU,SAO PAULO,SP
ITANHAÉM,SAO PAULO,SP
ITAÓCA,SAO PAULO,SP
ITAPECERICA DA SERRA,SAO PAULO,SP
ITAPETININGA,SAO PAULO,SP
ITAPEVA,SAO PAULO,SP
ITAPEVI,SAO PAULO,SP
ITAPIRA,SAO PAULO,SP
ITAPIRAPUÃ PAULISTA,SAO PAULO,SP
ITÁPOLIS,SAO PAULO,SP
ITAPORANGA,SAO PAULO,SP
ITAPUÍ,SAO PAULO,SP
ITAPURA,SAO PAULO,SP
ITAQUAQUECETUBA,SAO PAULO,SP
ITARARÉ,SAO PAULO,SP
ITARIRI,SAO PAULO,SP
ITATIBA,SAO PAULO,SP
ITATINGA,SAO PAULO,SP
ITIRAPINA,SAO PAULO,SP
ITIRAPUÃ,SAO PAULO,SP
ITOBI,SAO PAULO,SP
ITU,SAO PAULO,SP
ITUPEVA,SAO PAULO,SP
ITUVERAVA,SAO PAULO,SP
JABORANDI,SAO PAULO,SP
JABOTICABAL,SAO PAULO,SP
JACAREÍ,SAO PAULO,SP
JACI,SAO PAULO,SP
JACUPIRANGA,SAO PAULO,SP
JAGUARIÚNA,SAO PAULO,SP
JALES,SAO PAULO,SP
JAMBEIRO,SAO PAULO,SP
JANDIRA,SAO PAULO,SP
JARDINÓPOLIS,SAO PAULO,SP
JARINU,SAO PAULO,SP
JAÚ,SAO PAULO,SP
JERIQUARA,SAO PAULO,SP
JOANÓPOLIS,SAO PAULO,SP
JOÃO RAMALHO,SAO PAULO,SP
JOSÉ BONIFÁCIO,SAO PAULO,SP
JÚLIO MESQUITA,SAO PAULO,SP
JUMIRIM,SAO PAULO,SP
JUNDIAÍ,SAO PAULO,SP
JUNQUEIRÓPOLIS,SAO PAULO,SP
JUQUIÁ,SAO PAULO,SP
JUQUITIBA,SAO PAULO,SP
LAGOINHA,SAO PAULO,SP
LARANJAL PAULISTA,SAO PAULO,SP
LAVÍNIA,SAO PAULO,SP
LAVRINHAS,SAO PAULO,SP
LEME,SAO PAULO,SP
LENÇÓIS PAULISTA,SAO PAULO,SP
LIMEIRA,SAO PAULO,SP
LINDÓIA,SAO PAULO,SP
LINS,SAO PAULO,SP
LORENA,SAO PAULO,SP
LOURDES,SAO PAULO,SP
LOUVEIRA,SAO PAULO,SP
LUCÉLIA,SAO PAULO,SP
LUCIANÓPOLIS,SAO PAULO,SP
LUÍS ANTÔNIO,SAO PAULO,SP
LUIZIÂNIA,SAO PAULO,SP
LUPÉRCIO,SAO PAULO,SP
LUTÉCIA,SAO PAULO,SP
MACATUBA,SAO PAULO,SP
MACAUBAL,SAO PAULO,SP
MACEDÔNIA,SAO PAULO,SP
MÁGDA,SAO PAULO,SP
MAIRINQUE,SAO PAULO,SP
MAIRIPORÃ,SAO PAULO,SP
MANDURI,SAO PAULO,SP
MARABÁ PAULISTA,SAO PAULO,SP
MARACAÍ,SAO PAULO,SP
MARAPOAMA,SAO PAULO,SP
MARIÁPOLIS,SAO PAULO,SP
MARÍLIA,SAO PAULO,SP
MARINÓPOLIS,SAO PAULO,SP
MARTINÓPOLIS,SAO PAULO,SP
MATÃO,SAO PAULO,SP
MAUÁ,SAO PAULO,SP
MENDONÇA,SAO PAULO,SP
MERIDIANO,SAO PAULO,SP
MESÓPOLIS,SAO PAULO,SP
MIGUELÓPOLIS,SAO PAULO,SP
MINEIROS DO TIETÊ,SAO PAULO,SP
MIRACATU,SAO PAULO,SP
MIRA ESTRELA,SAO PAULO,SP
MIRANDÓPOLIS,SAO PAULO,SP
MIRANTE DO PARANAPANEMA,SAO PAULO,SP
MIRASSOL,SAO PAULO,SP
MIRASSOLÂNDIA,SAO PAULO,SP
MOCOCA,SAO PAULO,SP
MOGI DAS CRUZES,SAO PAULO,SP
MOGI GUAÇU,SAO PAULO,SP
MOGI MIRIM,SAO PAULO,SP
MOMBUCA,SAO PAULO,SP
MONÇÕES,SAO PAULO,SP
MONGAGUÁ,SAO PAULO,SP
MONTE ALEGRE DO SUL,SAO PAULO,SP
MONTE ALTO,SAO PAULO,SP
MONTE APRAZÍVEL,SAO PAULO,SP
MONTE AZUL PAULISTA,SAO PAULO,SP
MONTE CASTELO,SAO PAULO,SP
MONTEIRO LOBATO,SAO PAULO,SP
MONTE MOR,SAO PAULO,SP
MORRO AGUDO,SAO PAULO,SP
MORUNGABA,SAO PAULO,SP
MOTUCA,SAO PAULO,SP
MURUTINGA DO SUL,SAO PAULO,SP
NANTES,SAO PAULO,SP
NARANDIBA,SAO PAULO,SP
NATIVIDADE DA SERRA,SAO PAULO,SP
NAZARÉ PAULISTA,SAO PAULO,SP
NEVES PAULISTA,SAO PAULO,SP
NHANDEARA,SAO PAULO,SP
NIPOÃ,SAO PAULO,SP
NOVA ALIANÇA,SAO PAULO,SP
NOVA CAMPINA,SAO PAULO,SP
NOVA CANAÃ PAULISTA,SAO PAULO,SP
NOVA CASTILHO,SAO PAULO,SP
NOVA EUROPA,SAO PAULO,SP
NOVA GRANADA,SAO PAULO,SP
NOVA GUATAPORANGA,SAO PAULO,SP
NOVA INDEPENDÊNCIA,SAO PAULO,SP
NOVAIS,SAO PAULO,SP
NOVA LUZITÂNIA,SAO PAULO,SP
NOVA ODESSA,SAO PAULO,SP
NOVO HORIZONTE,SAO PAULO,SP
NUPORANGA,SAO PAULO,SP
OCAUÇU,SAO PAULO,SP
ÓLEO,SAO PAULO,SP
OLÍMPIA,SAO PAULO,SP
ONDA VERDE,SAO PAULO,SP
ORIENTE,SAO PAULO,SP
ORINDIÚVA,SAO PAULO,SP
ORLÂNDIA,SAO PAULO,SP
OSASCO,SAO PAULO,SP
OSCAR BRESSANE,SAO PAULO,SP
OSVALDO CRUZ,SAO PAULO,SP
OURINHOS,SAO PAULO,SP
OUROESTE,SAO PAULO,SP
OURO VERDE,SAO PAULO,SP
PACAEMBU,SAO PAULO,SP
PALESTINA,SAO PAULO,SP
PALMARES PAULISTA,SAO PAULO,SP
PALMEIRA D'OESTE,SAO PAULO,SP
PALMITAL,SAO PAULO,SP
PANORAMA,SAO PAULO,SP
PARAGUAÇU PAULISTA,SAO PAULO,SP
PARAIBUNA,SAO PAULO,SP
PARAÍSO,SAO PAULO,SP
PARANAPANEMA,SAO PAULO,SP
PARANAPUÃ,SAO PAULO,SP
PARAPUÃ,SAO PAULO,SP
PARDINHO,SAO PAULO,SP
PARIQUERA-AÇU,SAO PAULO,SP
PARISI,SAO PAULO,SP
PATROCÍNIO PAULISTA,SAO PAULO,SP
PAULICÉIA,SAO PAULO,SP
PAULÍNIA,SAO PAULO,SP
PAULISTÂNIA,SAO PAULO,SP
PAULO DE FARIA,SAO PAULO,SP
PEDERNEIRAS,SAO PAULO,SP
PEDRA BELA,SAO PAULO,SP
PEDRANÓPOLIS,SAO PAULO,SP
PEDREGULHO,SAO PAULO,SP
PEDREIRA,SAO PAULO,SP
PEDRINHAS PAULISTA,SAO PAULO,SP
PEDRO DE TOLEDO,SAO PAULO,SP
PENÁPOLIS,SAO PAULO,SP
PEREIRA BARRETO,SAO PAULO,SP
PEREIRAS,SAO PAULO,SP
PERUÍBE,SAO PAULO,SP
PIACATU,SAO PAULO,SP
PIEDADE,SAO PAULO,SP
PILAR DO SUL,SAO PAULO,SP
PINDAMONHANGABA,SAO PAULO,SP
PINDORAMA,SAO PAULO,SP
PINHALZINHO,SAO PAULO,SP
PIQUEROBI,SAO PAULO,SP
PIQUETE,SAO PAULO,SP
PIRACAIA,SAO PAULO,SP
PIRACICABA,SAO PAULO,SP
PIRAJU,SAO PAULO,SP
PIRAJUÍ,SAO PAULO,SP
PIRANGI,SAO PAULO,SP
PIRAPORA DO BOM JESUS,SAO PAULO,SP
PIRAPOZINHO,SAO PAULO,SP
PIRASSUNUNGA,SAO PAULO,SP
PIRATININGA,SAO PAULO,SP
PITANGUEIRAS,SAO PAULO,SP
PLANALTO,SAO PAULO,SP
PLATINA,SAO PAULO,SP
POÁ,SAO PAULO,SP
POLONI,SAO PAULO,SP
POMPÉIA,SAO PAULO,SP
PONGAÍ,SAO PAULO,SP
PONTAL,SAO PAULO,SP
PONTALINDA,SAO PAULO,SP
PONTES GESTAL,SAO PAULO,SP
POPULINA,SAO PAULO,SP
PORANGABA,SAO PAULO,SP
PORTO FELIZ,SAO PAULO,SP
PORTO FERREIRA,SAO PAULO,SP
POTIM,SAO PAULO,SP
POTIRENDABA,SAO PAULO,SP
PRACINHA,SAO PAULO,SP
PRADÓPOLIS,SAO PAULO,SP
PRAIA GRANDE,SAO PAULO,SP
PRATÂNIA,SAO PAULO,SP
PRESIDENTE ALVES,SAO PAULO,SP
PRESIDENTE BERNARDES,SAO PAULO,SP
PRESIDENTE EPITÁCIO,SAO PAULO,SP
PRESIDENTE PRUDENTE,SAO PAULO,SP
PRESIDENTE VENCESLAU,SAO PAULO,SP
PROMISSÃO,SAO PAULO,SP
QUADRA,SAO PAULO,SP
QUATÁ,SAO PAULO,SP
QUEIROZ,SAO PAULO,SP
QUELUZ,SAO PAULO,SP
QUINTANA,SAO PAULO,SP
RAFARD,SAO PAULO,SP
RANCHARIA,SAO PAULO,SP
REDENÇÃO DA SERRA,SAO PAULO,SP
REGENTE FEIJÓ,SAO PAULO,SP
REGINÓPOLIS,SAO PAULO,SP
REGISTRO,SAO PAULO,SP
RESTINGA,SAO PAULO,SP
RIBEIRA,SAO PAULO,SP
RIBEIRÃO BONITO,SAO PAULO,SP
RIBEIRÃO BRANCO,SAO PAULO,SP
RIBEIRÃO CORRENTE,SAO PAULO,SP
RIBEIRÃO DO SUL,SAO PAULO,SP
RIBEIRÃO DOS ÍNDIOS,SAO PAULO,SP
RIBEIRÃO GRANDE,SAO PAULO,SP
RIBEIRÃO PIRES,SAO PAULO,SP
RIBEIRÃO PRETO,SAO PAULO,SP
RIVERSUL,SAO PAULO,SP
RIFAINA,SAO PAULO,SP
RINCÃO,SAO PAULO,SP
RINÓPOLIS,SAO PAULO,SP
RIO CLARO,SAO PAULO,SP
RIO DAS PEDRAS,SAO PAULO,SP
RIO GRANDE DA SERRA,SAO PAULO,SP
RIOLÂNDIA,SAO PAULO,SP
ROSANA,SAO PAULO,SP
ROSEIRA,SAO PAULO,SP
RUBIÁCEA,SAO PAULO,SP
RUBINÉIA,SAO PAULO,SP
SABINO,SAO PAULO,SP
SAGRES,SAO PAULO,SP
SALES,SAO PAULO,SP
SALES OLIVEIRA,SAO PAULO,SP
SALESÓPOLIS,SAO PAULO,SP
SALMOURÃO,SAO PAULO,SP
SALTINHO,SAO PAULO,SP
SALTO,SAO PAULO,SP
SALTO DE PIRAPORA,SAO PAULO,SP
SALTO GRANDE,SAO PAULO,SP
SANDOVALINA,SAO PAULO,SP
SANTA ADÉLIA,SAO PAULO,SP
SANTA ALBERTINA,SAO PAULO,SP
SANTA BÁRBARA D'OESTE,SAO PAULO,SP
SANTA BRANCA,SAO PAULO,SP
SANTA CLARA D'OESTE,SAO PAULO,SP
SANTA CRUZ DA CONCEIÇÃO,SAO PAULO,SP
SANTA CRUZ DA ESPERANÇA,SAO PAULO,SP
SANTA CRUZ DAS PALMEIRAS,SAO PAULO,SP
SANTA CRUZ DO RIO PARDO,SAO PAULO,SP
SANTA ERNESTINA,SAO PAULO,SP
SANTA FÉ DO SUL,SAO PAULO,SP
SANTA GERTRUDES,SAO PAULO,SP
SANTA ISABEL,SAO PAULO,SP
SANTA LÚCIA,SAO PAULO,SP
SANTA MARIA DA SERRA,SAO PAULO,SP
SANTA MERCEDES,SAO PAULO,SP
SANTANA DA PONTE PENSA,SAO PAULO,SP
SANTANA DE PARNAÍBA,SAO PAULO,SP
SANTA RITA D'OESTE,SAO PAULO,SP
SANTA RITA DO PASSA QUATRO,SAO PAULO,SP
SANTA ROSA DE VITERBO,SAO PAULO,SP
SANTA SALETE,SAO PAULO,SP
SANTO ANASTÁCIO,SAO PAULO,SP
SANTO ANDRÉ,SAO PAULO,SP
SANTO ANTÔNIO DA ALEGRIA,SAO PAULO,SP
SANTO ANTÔNIO DE POSSE,SAO PAULO,SP
SANTO ANTÔNIO DO ARACANGUÁ,SAO PAULO,SP
SANTO ANTÔNIO DO JARDIM,SAO PAULO,SP
SANTO ANTÔNIO DO PINHAL,SAO PAULO,SP
SANTO EXPEDITO,SAO PAULO,SP
SANTÓPOLIS DO AGUAPEÍ,SAO PAULO,SP
SANTOS,SAO PAULO,SP
SÃO BENTO DO SAPUCAÍ,SAO PAULO,SP
SÃO BERNARDO DO CAMPO,SAO PAULO,SP
SÃO CAETANO DO SUL,SAO PAULO,SP
SÃO CARLOS,SAO PAULO,SP
SÃO FRANCISCO,SAO PAULO,SP
SÃO JOÃO DA BOA VISTA,SAO PAULO,SP
SÃO JOÃO DAS DUAS PONTES,SAO PAULO,SP
SÃO JOÃO DE IRACEMA,SAO PAULO,SP
SÃO JOÃO DO PAU D'ALHO,SAO PAULO,SP
SÃO JOAQUIM DA BARRA,SAO PAULO,SP
SÃO JOSÉ DA BELA VISTA,SAO PAULO,SP
SÃO JOSÉ DO BARREIRO,SAO PAULO,SP
SÃO JOSÉ DO RIO PARDO,SAO PAULO,SP
SÃO JOSÉ DO RIO PRETO,SAO PAULO,SP
SÃO JOSÉ DOS CAMPOS,SAO PAULO,SP
SÃO LOURENÇO DA SERRA,SAO PAULO,SP
SÃO LUIZ DO PARAITINGA,SAO PAULO,SP
SÃO MANUEL,SAO PAULO,SP
SÃO MIGUEL ARCANJO,SAO PAULO,SP
SÃO PAULO,SAO PAULO,SP
SÃO PEDRO,SAO PAULO,SP
SÃO PEDRO DO TURVO,SAO PAULO,SP
SÃO ROQUE,SAO PAULO,SP
SÃO SEBASTIÃO,SAO PAULO,SP
SÃO SEBASTIÃO DA GRAMA,SAO PAULO,SP
SÃO SIMÃO,SAO PAULO,SP
SÃO VICENTE,SAO PAULO,SP
SARAPUÍ,SAO PAULO,SP
SARUTAIÁ,SAO PAULO,SP
SEBASTIANÓPOLIS DO SUL,SAO PAULO,SP
SERRA AZUL,SAO PAULO,SP
SERRANA,SAO PAULO,SP
SERRA NEGRA,SAO PAULO,SP
SERTÃOZINHO,SAO PAULO,SP
SETE BARRAS,SAO PAULO,SP
SEVERÍNIA,SAO PAULO,SP
SILVEIRAS,SAO PAULO,SP
SOCORRO,SAO PAULO,SP
SOROCABA,SAO PAULO,SP
SUD MENNUCCI,SAO PAULO,SP
SUMARÉ,SAO PAULO,SP
SUZANO,SAO PAULO,SP
SUZANÁPOLIS,SAO PAULO,SP
TABAPUÃ,SAO PAULO,SP
TABATINGA,SAO PAULO,SP
TABOÃO DA SERRA,SAO PAULO,SP
TACIBA,SAO PAULO,SP
TAGUAÍ,SAO PAULO,SP
TAIAÇU,SAO PAULO,SP
TAIÚVA,SAO PAULO,SP
TAMBAÚ,SAO PAULO,SP
TANABI,SAO PAULO,SP
TAPIRAÍ,SAO PAULO,SP
TAPIRATIBA,SAO PAULO,SP
TAQUARAL,SAO PAULO,SP
TAQUARITINGA,SAO PAULO,SP
TAQUARITUBA,SAO PAULO,SP
TAQUARIVAÍ,SAO PAULO,SP
TARABAI,SAO PAULO,SP
TARUMÃ,SAO PAULO,SP
TATUÍ,SAO PAULO,SP
TAUBATÉ,SAO PAULO,SP
TEJUPÁ,SAO PAULO,SP
TEODORO SAMPAIO,SAO PAULO,SP
TERRA ROXA,SAO PAULO,SP
TIETÊ,SAO PAULO,SP
TIMBURI,SAO PAULO,SP
TORRE DE PEDRA,SAO PAULO,SP
TORRINHA,SAO PAULO,SP
TRABIJU,SAO PAULO,SP
TREMEMBÉ,SAO PAULO,SP
TRÊS FRONTEIRAS,SAO PAULO,SP
TUIUTI,SAO PAULO,SP
TUPÃ,SAO PAULO,SP
TUPI PAULISTA,SAO PAULO,SP
TURIÚBA,SAO PAULO,SP
TURMALINA,SAO PAULO,SP
UBARANA,SAO PAULO,SP
UBATUBA,SAO PAULO,SP
UBIRAJARA,SAO PAULO,SP
UCHOA,SAO PAULO,SP
UNIÃO PAULISTA,SAO PAULO,SP
URÂNIA,SAO PAULO,SP
URU,SAO PAULO,SP
URUPÊS,SAO PAULO,SP
VALENTIM GENTIL,SAO PAULO,SP
VALINHOS,SAO PAULO,SP
VALPARAÍSO,SAO PAULO,SP
VARGEM,SAO PAULO,SP
VARGEM GRANDE DO SUL,SAO PAULO,SP
VARGEM GRANDE PAULISTA,SAO PAULO,SP
VÁRZEA PAULISTA,SAO PAULO,SP
VERA CRUZ,SAO PAULO,SP
VINHEDO,SAO PAULO,SP
VIRADOURO,SAO PAULO,SP
VISTA ALEGRE DO ALTO,SAO PAULO,SP
VITÓRIA BRASIL,SAO PAULO,SP
VOTORANTIM,SAO PAULO,SP
