codProc,nome
0204050103,PLANIGRAFIA DE RIM S/ CONTRASTE
0211010049,PLETISMOGRAFIA (POR LATERALIDADE / TERRITORIO)
0211050105,POLISSONOGRAFIA
0210010207,PORTOGRAFIA TRANS-HEPATICA
0211060151,POTENCIAL DE ACUIDADE VISUAL
0211050113,POTENCIAL EVOCADO AUDITIVO
0211070262,POTENCIAL EVOCADO AUDITIVO DE CURTA MEDIA E LONGA LATENCIA
0211070270,POTENCIAL EVOCADO AUDITIVO P/ TRIAGEM AUDITIVA (TESTE DA ORELHINHA)
0211070394,POTENCIAL EVOCADO ELETRICAMENTE NO SISTEMA AUDITIVO
0211050121,POTENCIAL EVOCADO VISUAL / OCCIPTO
0211050130,POTENCIAL SOSMATO-SENSITIVO
0211060160,POTENCIAL VISUAL EVOCADO
0212020048,PREPARO DE COMPONENTES ALIQUOTADOS
0212020056,PREPARO DE COMPONENTES LAVADOS
0212020064,PROCESSAMENTO DE SANGUE
0213010470,PROVA BIOLOGICA P/ IDENTIFICACAO DO VIRUS DA RAIVA
0202080242,PROVA CONFIRMATÓRIA DA PRESENÇA DE MICRO-ORGANISMOS COLIFORMES
0213010488,PROVA CONTRA-IMUNOELETROFORESE P/ MENINGOCOCOS (MENINGITE BACTERIANA)
0202010740,PROVA DA D-XILOSE
0202020479,PROVA DE COMPATIBILIDADE PRE-TRANSFUSIONAL (MEIOS SALINOS, ALBUMINOSO E COOMBS)
0202020487,PROVA DE CONSUMO DE PROTROMBINA
0202050327,PROVA DE DILUICAO (URINA)
0211080063,PROVA DE FUNCAO PULMONAR SIMPLES
0211070289,PROVA DE FUNCAO TUBARIA
0202090280,PROVA DE PROGRESSAO ESPERMATICA (CADA)
0202020495,PROVA DE RETRACAO DO COAGULO
0213010496,PROVA DE TOXIGENICIDADE P/ BACILO DIFTERICO (IN VITRO)
0202020509,PROVA DO LACO
0202090299,PROVA DO LATEX P/ HAEMOPHILLUS INFLUENZAE, STREPTOCOCCUS PNEUMONIAE, NEISSERIA MENINGITIDIS (SOROTIPOS A, B, C)
0202090302,PROVA DO LATEX P/ PESQUISA DO FATOR REUMATOIDE
0211080071,PROVA FARMACODINAMICA
0202031055,PROVAS DE PRAUSNITZ-KUSTNER (PK)
0202031063,PROVAS IMUNO-ALERGICAS BACTERIANAS
0201010585,PUNCAO ASPIRATIVA DE MAMA POR AGULHA FINA
0201010593,PUNCAO DE CISTERNA SUB-OCCIPITAL
0201010607,PUNCAO DE MAMA POR AGULHA GROSSA
0201010615,PUNCAO DE VAGINA
0201010623,PUNCAO EXPLORADORA DO DEFERENTE
0201010631,PUNCAO LOMBAR
0201010640,PUNCAO P/ ESVAZIAMENTO
0201010658,PUNCAO VENTRICULAR TRANSFONTANELA
0213010500,QUANTIFICACAO DA CARGA VIRAL DO HIV (RNA)
0202031071,QUANTIFICACAO DE RNA DO HIV-1
0202031080,QUANTIFICACAO DE RNA DO VIRUS DA HEPATITE C
0202100049,QUANTIFICAÇÃO/AMPLIFICAÇÃO DO HER-2
0204010039,RADIOGRAFIA BILATERAL DE ORBITAS (PA + OBLIQUAS + HIRTZ)
0204050111,RADIOGRAFIA DE ABDOMEN (AP + LATERAL / LOCALIZADA)
0204050120,RADIOGRAFIA DE ABDOMEN AGUDO (MINIMO DE 3 INCIDENCIAS)
0204050138,RADIOGRAFIA DE ABDOMEN SIMPLES (AP)
0204040019,RADIOGRAFIA DE ANTEBRACO
0204010047,RADIOGRAFIA DE ARCADA ZIGOMATICO-MALAR (AP+ OBLIQUAS)
0204040027,RADIOGRAFIA DE ARTICULACAO ACROMIO-CLAVICULAR
0204060060,RADIOGRAFIA DE ARTICULACAO COXO-FEMORAL
0204040035,RADIOGRAFIA DE ARTICULACAO ESCAPULO-UMERAL
0204040043,RADIOGRAFIA DE ARTICULACAO ESTERNO-CLAVICULAR
0204060079,RADIOGRAFIA DE ARTICULACAO SACRO-ILIACA
0204010055,RADIOGRAFIA DE ARTICULACAO TEMPORO-MANDIBULAR BILATERAL
0204060087,RADIOGRAFIA DE ARTICULACAO TIBIO-TARSICA
0204060095,RADIOGRAFIA DE BACIA
0204040051,RADIOGRAFIA DE BRACO
0204060109,RADIOGRAFIA DE CALCANEO
0204010063,RADIOGRAFIA DE CAVUM (LATERAL + HIRTZ)
0204040060,RADIOGRAFIA DE CLAVICULA
0204020042,RADIOGRAFIA DE COLUNA CERVICAL (AP + LATERAL + TO / FLEXAO)
0204020034,RADIOGRAFIA DE COLUNA CERVICAL (AP + LATERAL + TO + OBLIQUAS)
0204020050,RADIOGRAFIA DE COLUNA CERVICAL FUNCIONAL / DINAMICA
0204020069,RADIOGRAFIA DE COLUNA LOMBO-SACRA
0204020077,RADIOGRAFIA DE COLUNA LOMBO-SACRA (C/ OBLIQUAS)
0204020085,RADIOGRAFIA DE COLUNA LOMBO-SACRA FUNCIONAL / DINAMICA
0204020093,RADIOGRAFIA DE COLUNA TORACICA (AP + LATERAL)
0204020107,RADIOGRAFIA DE COLUNA TORACO-LOMBAR
0204020115,RADIOGRAFIA DE COLUNA TORACO-LOMBAR DINAMICA
0204030056,RADIOGRAFIA DE CORACAO E VASOS DA BASE (PA + LATERAL + OBLIQUA)
0204030064,RADIOGRAFIA DE CORACAO E VASOS DA BASE (PA + LATERAL)
0204030072,RADIOGRAFIA DE COSTELAS (POR HEMITORAX)
0204040078,RADIOGRAFIA DE COTOVELO
0204060117,RADIOGRAFIA DE COXA
0204010071,RADIOGRAFIA DE CRANIO (PA + LATERAL + OBLIGUA / BRETTON + HIRTZ)
0204010080,RADIOGRAFIA DE CRANIO (PA + LATERAL)
0204040086,RADIOGRAFIA DE DEDOS DA MAO
0204040116,RADIOGRAFIA DE ESCAPULA/OMBRO (TRES POSICOES)
0204030080,RADIOGRAFIA DE ESOFAGO
0204030099,RADIOGRAFIA DE ESTERNO
0204050146,RADIOGRAFIA DE ESTOMAGO E DUODENO
0204050154,RADIOGRAFIA DE INTESTINO DELGADO (TRANSITO)
0204060125,RADIOGRAFIA DE JOELHO (AP + LATERAL)
0204060133,RADIOGRAFIA DE JOELHO OU PATELA (AP + LATERAL + AXIAL)
0204060141,RADIOGRAFIA DE JOELHO OU PATELA (AP + LATERAL + OBLIQUA + 3 AXIAIS)
0204010098,RADIOGRAFIA DE LARINGE
0204040094,RADIOGRAFIA DE MAO
0204040108,RADIOGRAFIA DE MAO E PUNHO (P/ DETERMINACAO DE IDADE OSSEA)
0204010101,RADIOGRAFIA DE MASTOIDE / ROCHEDOS (BILATERAL)
0204010110,RADIOGRAFIA DE MAXILAR (PA + OBLIQUA)
0204030102,RADIOGRAFIA DE MEDIASTINO (PA E PERFIL)
0204010128,RADIOGRAFIA DE OSSOS DA FACE (MN + LATERAL + HIRTZ)
0204060150,RADIOGRAFIA DE PE / DEDOS DO PE
0204060168,RADIOGRAFIA DE PERNA
0204030110,RADIOGRAFIA DE PNEUMOMEDIASTINO
0204040124,RADIOGRAFIA DE PUNHO (AP + LATERAL + OBLIQUA)
0204010136,RADIOGRAFIA DE REGIAO ORBITARIA (LOCALIZACAO DE CORPO ESTRANHO)
0204020123,RADIOGRAFIA DE REGIAO SACRO-COCCIGEA
0204010144,RADIOGRAFIA DE SEIOS DA FACE (FN + MN + LATERAL + HIRTZ)
0204010152,RADIOGRAFIA DE SELA TURSICA (PA + LATERAL + BRETTON)
0204030129,RADIOGRAFIA DE TORAX (APICO-LORDORTICA)
0204030137,RADIOGRAFIA DE TÓRAX (PA + INSPIRAÇÃO + EXPIRAÇÃO + LATERAL)
0204030145,RADIOGRAFIA DE TORAX (PA + LATERAL + OBLIQUA)
0204030153,RADIOGRAFIA DE TORAX (PA E PERFIL)
0204030161,RADIOGRAFIA DE TORAX (PA PADRAO OIT)
0204030170,RADIOGRAFIA DE TORAX (PA)
0204010160,RADIOGRAFIA OCLUSAL
0204050162,RADIOGRAFIA P/ ESTUDO DO DELGADO C/ DUPLO CONTRASTE (ENTEROCLISE)
0204010179,RADIOGRAFIA PANORAMICA
0204020131,RADIOGRAFIA PANORAMICA DE COLUNA TOTAL- TELESPONDILOGRAFIA ( P/ ESCOLIOSE)
0204060176,RADIOGRAFIA PANORAMICA DE MEMBROS INFERIORES
0204010187,RADIOGRAFIA PERI-APICAL INTERPROXIMAL (BITE-WING)
0202020517,RASTREIO P/ DEFICIENCIA DE ENZIMAS ERITROCITARIAS
0202031101,REACAO DE MONTENEGRO ID
0202090310,REACAO DE PANDY
0202090329,REACAO DE RIVALTA NO LIQUIDO SINOVIAL E DERRAMES
0211070297,REAVALIACAO DIAGNOSTICA DE DEFICIENCIA AUDITIVA EM PACIENTE MAIOR DE 3 ANOS
0211070300,REAVALIACAO DIAGNOSTICA DE DEFICIENCIA AUDITIVA EM PACIENTE MENOR DE 3 ANOS
0211070408,REFLEXO ESTAPEDIANO ELICIADO ELETRICAMENTE
0207030014,RESSONANCIA MAGNETICA DE ABDOMEN SUPERIOR
0207010021,RESSONANCIA MAGNETICA DE ARTICULACAO TEMPORO-MANDIBULAR (BILATERAL)
0207030022,RESSONANCIA MAGNETICA DE BACIA / PELVE / ABDOMEN INFERIOR
0207010030,RESSONANCIA MAGNETICA DE COLUNA CERVICAL/PESCOÇO
0207010048,RESSONANCIA MAGNETICA DE COLUNA LOMBO-SACRA
0207010056,RESSONANCIA MAGNETICA DE COLUNA TORACICA
0207020019,RESSONANCIA MAGNETICA DE CORACAO / AORTA C/ CINE
0207010064,RESSONANCIA MAGNETICA DE CRANIO
0207030030,RESSONANCIA MAGNETICA DE MEMBRO INFERIOR (UNILATERAL)
0207020027,RESSONANCIA MAGNETICA DE MEMBRO SUPERIOR (UNILATERAL)
0207010072,RESSONANCIA MAGNETICA DE SELA TURCICA
0207020035,RESSONANCIA MAGNETICA DE TORAX
0207030049,RESSONANCIA MAGNETICA DE VIAS BILIARES/COLANGIORRESSONANCIA
0211060178,RETINOGRAFIA COLORIDA BINOCULAR
0211060186,RETINOGRAFIA FLUORESCENTE BINOCULAR
0209010053,RETOSSIGMOIDOSCOPIA
0211070319,SELECAO E VERIFICACAO DE BENEFICIO DO AASI
0213010518,SEQUENCIAMENTO P/ IDENTIFICACAO DO VIRUS DA MENINGITE VIRAL
0213010526,SEQUENCIAMENTO P/ IDENTIFICACAO DO VIRUS DA POLIOMIELITE
0213010534,SEQUENCIAMENTO P/ IDENTIFICACAO DO VIRUS DO SARAMPO
0204010195,SIALOGRAFIA (POR GLANDULA)
0212010050,SOROLOGIA DE DOADOR DE SANGUE
0213010550,SOROLOGIA P/ IDENTIFICACAO DO VIBRIO CHOLERAE
0204010209,TELERADIOGRAFIA COM TRACADOS E SEM TRACADOS
0211080080,TESTE DA CAMINHADA DE 6 MINUTOS
0202020525,TESTE DE AGREGACAO DE PLAQUETAS
0202090337,TESTE DE CLEMENTS
0213010569,TESTE DE ELISA IGG P/ IDENTIFICACAO DE PARVOVIRUS (PARVOVIROSE)
0213010577,TESTE DE ELISA IGG P/ IDENTIFICACAO DO TOXOPLASMA GONDII (TOXOPLASMOSE)
0213010585,TESTE DE ELISA IGG P/ IDENTIFICACAO DO VIRUS DO SARAMPO
0213010607,TESTE DE ELISA IGM P/ IDENTIFICACAO DO PARVOVIRUS (PARVOVIROSE)
0213010615,TESTE DE ELISA IGM P/ IDENTIFICACAO DO VIRUS DO SARAMPO
0213010623,TESTE DE ELISA P/ IDENTIFICACAO DO VIRUS DA FEBRE AMARELA (ENSAIO IMUNOENZIMATICO)
0211020060,TESTE DE ESFORCO / TESTE ERGOMETRICO
0202060420,TESTE DE ESTIMULO COM GNRH OU COM AGONISTA GNRH
0202060403,TESTE DE ESTIMULO DA PROLACTINA / TSH APOS TRH
0202060411,TESTE DE ESTIMULO DA PROLACTINA APOS CLORPROMAZINA
0202060438,TESTE DE ESTIMULO DO HGH APOS GLUCAGON
0202090345,TESTE DE GASTROACIDOGRAMA - SECRECAO BASAL POR 60 EM 4 AMOSTRAS
0202020533,TESTE DE HAM (HEMOLISE ACIDA)
0213010631,TESTE DE HEMAGLUTINACAO INDIRETA P/ IDENTIFICACAO DO VIRUS DA INFLUENZA
0213010640,TESTE DE HEMAGLUTINACAO P/ IDENTIFICACAO DA PASTEURELLA PESTIS (PESTE BUBONICA)
0213010658,TESTE DE HEMAGLUTINACAO P/ IDENTIFICACAO DO VIRUS DA FEBRE AMARELA
0213010666,TESTE DE HEMAGLUTINACAO P/ IDENTIFICACAO DO VIRUS DA FEBRE DO NILO OCIDENTAL
0213010674,TESTE DE HIBRIDIZACAO IN SITU P/ IDENTIFICACAO DO VIRUS DA DENGUE
0202090353,TESTE DE HOLLANDER NO SUCO GASTRICO
0213010682,TESTE DE NEUTRALIZACAO P/ IDENTIFICACAO DO VIRUS DA FEBRE AMARELA
0211060208,TESTE DE PROVOCACAO DE GLAUCOMA
0211060216,TESTE DE SCHIRMER
0213010690,TESTE DE SENSIBILIDADE A DROGAS CONTRA A TUBERCULOSE
0213010704,TESTE DE SORONEUTRALIZACAO P/ IDENTIFICACAO DO VIRUS DA RAIVA
0202060446,TESTE DE SUPRESSAO DO CORTISOL APOS DEXAMETASONA
0202060454,TESTE DE SUPRESSAO DO HGH APOS GLICOSE
0202010759,TESTE DE TOLERANCIA A INSULINA / HIPOGLICEMIANTES ORAIS
0211060224,TESTE DE VISÃO DE CORES
0211050148,TESTE DE WADA
0202020541,TESTE DIRETO DE ANTIGLOBULINA HUMANA (TAD)
0212010069,TESTE DO ÁCIDO NUCLEICO (NAT) EM AMOSTRAS DE SANGUE DO DOADOR DE SANGUE.
0208030050,TESTE DO PERCLORATO C/ RADIOISOTOPO
0202031128,TESTE FTA-ABS IGG P/ DIAGNOSTICO DA SIFILIS
0202031136,TESTE FTA-ABS IGM P/ DIAGNOSTICO DA SIFILIS
0202120090,TESTE INDIRETO DE ANTIGLOBULINA HUMANA (TIA)
0202090361,TESTE MOLECULAR PARA A DETECÇÃO DO COMPLEXO MYCOBACTERIUM TUBERCULOSIS
0202031110,TESTE NÃO TREPONEMICO P/ DETECÇÃO DE SIFILIS
0202031179,TESTE NÃO TREPONEMICO P/ DETECÇÃO DE SIFILIS EM GESTANTES
0211060232,TESTE ORTÓPTICO
0211060240,TESTE P/ ADAPTACAO DE LENTE DE CONTATO
0202060462,TESTE P/ INVESTIGACAO DO DIABETES INSIPIDUS
0214010066,TESTE RÁPIDO DE GRAVIDEZ
0214010120,TESTE RÁPIDO PARA DENGUE IGG/IGM
0214010090,TESTE RÁPIDO PARA DETECÇÃO DE HEPATITE C
0214010040,TESTE RAPIDO PARA DETECCAO DE HIV NA GESTANTE OU PAI/PARCEIRO
0214010104,TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HBV
0214010058,TESTE RÁPIDO PARA DETECÇÃO DE INFECÇÃO PELO HIV
0214010139,TESTE RÁPIDO PARA FEBRE CHIKUNGUNYA IGM
0214010074,TESTE RÁPIDO PARA SÍFILIS
0214010082,TESTE RÁPIDO PARA SÍFILIS NA GESTANTE OU PAI/PARCEIRO
0214010112,TESTE RÁPIDO PARA VÍRUS ZIKA IGG/IGM
0202031098,TESTE TREPONEMICO P/ DETECÇÃO DE SIFILIS
0211070327,TESTES ACUMETRICOS (DIAPASAO)
0202031144,TESTES ALERGICOS DE CONTATO
0211070335,TESTES AUDITIVOS SUPRALIMINARES
0202031152,TESTES CUTANEOS DE LEITURA IMEDIATA
0211070343,TESTES DE PROCESSAMENTO AUDITIVO
0211070351,TESTES VESTIBULARES / OTONEUROLOGICOS
0202120104,TITULACAO DE ANTICORPOS ANTI A E/OU ANTI B
0211040061,TOCOCARDIOGRAFIA ANTE-PARTO
0206030010,TOMOGRAFIA COMPUTADORIZADA DE ABDOMEN SUPERIOR
0206030029,TOMOGRAFIA COMPUTADORIZADA DE ARTICULACOES DE MEMBRO INFERIOR
0206020015,TOMOGRAFIA COMPUTADORIZADA DE ARTICULACOES DE MEMBRO SUPERIOR
0206010010,TOMOGRAFIA COMPUTADORIZADA DE COLUNA CERVICAL C/ OU S/ CONTRASTE
0206010028,TOMOGRAFIA COMPUTADORIZADA DE COLUNA LOMBO-SACRA C/ OU S/ CONTRASTE
0206010036,TOMOGRAFIA COMPUTADORIZADA DE COLUNA TORACICA C/ OU S/ CONTRASTE
0206010044,TOMOGRAFIA COMPUTADORIZADA DE FACE / SEIOS DA FACE / ARTICULACOES TEMPORO-MANDIBULARES
0206030037,TOMOGRAFIA COMPUTADORIZADA DE PELVE / BACIA / ABDOMEN INFERIOR
0206020023,TOMOGRAFIA COMPUTADORIZADA DE SEGMENTOS APENDICULARES - (BRACO, ANTEBRAÇO, MÃO, COXA, PERNA, PÉ)
0206010060,TOMOGRAFIA COMPUTADORIZADA DE SELA TURCICA
0206020031,TOMOGRAFIA COMPUTADORIZADA DE TORAX
0206010079,TOMOGRAFIA COMPUTADORIZADA DO CRANIO
0206010052,TOMOGRAFIA COMPUTADORIZADA DO PESCOCO
0211060283,TOMOGRAFIA DE COERÊNCIA ÓPTICA
0206020040,TOMOGRAFIA DE HEMITORAX, PULMÃO OU DO MEDIASTINO
0206010095,TOMOGRAFIA POR EMISSÃO DE PÓSITRONS (PET-CT)
0206010087,TOMOMIELOGRAFIA COMPUTADORIZADA
0211060259,TONOMETRIA
0211060267,TOPOGRAFIA COMPUTADORIZADA DE CÓRNEA
0209040033,TRAQUEOSCOPIA
0211070360,TRIAGEM AUDITIVA DE ESCOLARES
0211060275,TRIAGEM OFTALMOLÓGICA
0205020038,ULTRASSONOGRAFIA DE ABDÔMEN SUPERIOR
0205020046,ULTRASSONOGRAFIA DE ABDOMEN TOTAL
0205020054,ULTRASSONOGRAFIA DE APARELHO URINÁRIO
0205020062,ULTRASSONOGRAFIA DE ARTICULACAO
0205020070,ULTRASSONOGRAFIA DE BOLSA ESCROTAL
0205020089,ULTRASSONOGRAFIA DE GLOBO OCULAR / ORBITA (MONOCULAR)
0205020119,ULTRASSONOGRAFIA DE PROSTATA (VIA TRANSRETAL)
0205020100,ULTRASSONOGRAFIA DE PROSTATA POR VIA ABDOMINAL
0205020127,ULTRASSONOGRAFIA DE TIREOIDE
0205020135,ULTRASSONOGRAFIA DE TORAX (EXTRACARDIACA)
0205010040,ULTRASSONOGRAFIA DOPPLER COLORIDO DE VASOS
0205010059,ULTRASSONOGRAFIA DOPPLER DE FLUXO OBSTETRICO
0205020097,ULTRASSONOGRAFIA MAMARIA BILATERAL
0205020143,ULTRASSONOGRAFIA OBSTETRICA
0205020151,ULTRASSONOGRAFIA OBSTETRICA C/ DOPPLER COLORIDO E PULSADO
0205020160,ULTRASSONOGRAFIA PELVICA (GINECOLOGICA)
0205020178,ULTRASSONOGRAFIA TRANSFONTANELA
0205020186,ULTRASSONOGRAFIA TRANSVAGINAL
0204050170,URETROCISTOGRAFIA
0211090077,UROFLUXOMETRIA
0204050189,UROGRAFIA VENOSA
0211050156,VIDEO-ELETROENCEFALOGRAMA C/ REGISTRO PROLONGADO
0209010061,VIDEOLAPAROSCOPIA
0209040041,VIDEOLARINGOSCOPIA
0209040050,VIDEOTORACOSCOPIA
